date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:45:37	709/709	---M--	200	added ('OK')	image/png	etag:%224e32dda2031c2248%22	https://i0.wp.com/www.iptvtemplate.shop/wp-content/uploads/2023/04/devices-1.png?fit=154%2C20&ssl=1	C:/Users/ayman/Downloads/Website/ano/i0.wp.com/www.iptvtemplate.shop/wp-content/uploads/2023/04/devices-1f9d8.png	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:37	643/643	---M--	200	added ('OK')	image/png	etag:%22444510375f5c23d1%22	https://i0.wp.com/www.iptvtemplate.shop/wp-content/uploads/2023/04/g1839.png?fit=100%2C101&ssl=1	C:/Users/ayman/Downloads/Website/ano/i0.wp.com/www.iptvtemplate.shop/wp-content/uploads/2023/04/g18391938.png	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:37	1153/1153	---M--	200	added ('OK')	image/png	etag:%22c016e3925b8e339c%22	https://i0.wp.com/www.iptvtemplate.shop/wp-content/uploads/2023/04/g10332.png?fit=100%2C101&ssl=1	C:/Users/ayman/Downloads/Website/ano/i0.wp.com/www.iptvtemplate.shop/wp-content/uploads/2023/04/g103321938.png	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:37	334/334	---M--	200	added ('OK')	image/png	etag:%22d50823be5cc722fd%22	https://i0.wp.com/www.iptvtemplate.shop/wp-content/uploads/2023/04/television-1.png?fit=100%2C101&ssl=1	C:/Users/ayman/Downloads/Website/ano/i0.wp.com/www.iptvtemplate.shop/wp-content/uploads/2023/04/television-11938.png	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:37	483/483	---M--	200	added ('OK')	image/png	etag:%221e3-64de9982-a09273;;;%22	https://www.iptvtemplate.shop/wp-content/plugins/wp-content-copy-protector/images/warning.png	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/plugins/wp-content-copy-protector/images/warning.png	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:38	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%224824-6508cb88-a09423;gz%22	https://www.iptvtemplate.shop/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.16.3	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/plugins/elementor/assets/lib/animations/animations.min6e14.css	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:38	7194/7194	---M-Z	200	added ('OK')	application/x-javascript	etag:%221c1a-6508cb7b-9c6fff;gz%22	https://www.iptvtemplate.shop/wp-content/plugins/click-to-chat-for-whatsapp/new/inc/assets/js/app.js?ver=3.29.4	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/plugins/click-to-chat-for-whatsapp/new/inc/assets/js/appec5b.js	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:38	701/701	---M-Z	200	added ('OK')	application/x-javascript	etag:%222bd-64f07253-9c8c14;gz%22	https://www.iptvtemplate.shop/wp-content/plugins/jetpack/jetpack_vendor/automattic/jetpack-image-cdn/dist/image-cdn.js?minify=false&ver=132249e245926ae3e188	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/plugins/jetpack/jetpack_vendor/automattic/jetpack-image-cdn/dist/image-cdndca9.js	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:38	6288/6288	---M-Z	200	added ('OK')	application/x-javascript	etag:%221890-6508cba4-a44543;gz%22	https://www.iptvtemplate.shop/wp-content/plugins/woolentor-addons/woolentor-blocks/src/assets/js/script.js?ver=2.6.9	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/plugins/woolentor-addons/woolentor-blocks/src/assets/js/scripta19e.js	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:39	9636/9636	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2018%20Jul%202023%2019:53:36%20GMT	https://c0.wp.com/p/woocommerce/8.1.1/assets/js/jquery-blockui/jquery.blockUI.min.js	C:/Users/ayman/Downloads/Website/ano/c0.wp.com/p/woocommerce/8.1.1/assets/js/jquery-blockui/jquery.blockUI.min.js	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:39	1845/1845	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2018%20Jul%202023%2019:53:36%20GMT	https://c0.wp.com/p/woocommerce/8.1.1/assets/js/js-cookie/js.cookie.min.js	C:/Users/ayman/Downloads/Website/ano/c0.wp.com/p/woocommerce/8.1.1/assets/js/js-cookie/js.cookie.min.js	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:39	2139/2139	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2018%20Jul%202023%2019:53:36%20GMT	https://c0.wp.com/p/woocommerce/8.1.1/assets/js/frontend/woocommerce.min.js	C:/Users/ayman/Downloads/Website/ano/c0.wp.com/p/woocommerce/8.1.1/assets/js/frontend/woocommerce.min.js	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:39	41954/41954	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a3e2-6508cba4-a44425;gz%22	https://www.iptvtemplate.shop/wp-content/plugins/woolentor-addons/assets/js/slick.min.js?ver=2.6.9	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/plugins/woolentor-addons/assets/js/slick.mina19e.js	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:40	4086/4086	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ff6-6508cba4-a44421;gz%22	https://www.iptvtemplate.shop/wp-content/plugins/woolentor-addons/assets/js/accordion.min.js?ver=2.6.9	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/plugins/woolentor-addons/assets/js/accordion.mina19e.js	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:40	1827/1827	---M-Z	200	added ('OK')	application/x-javascript	etag:%22723-64abc612-a2685e;gz%22	https://www.iptvtemplate.shop/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=1.0.0	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/themes/hello-elementor/assets/js/hello-frontend.min8a54.js	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:40	40/40	---M--	200	added ('OK')	application/x-javascript	etag:%2228-64f07244-9c832e;;;%22	https://www.iptvtemplate.shop/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script.js?ver=2.9.2	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-scriptab7d.js	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:40	137549/137549	---M-Z	200	added ('OK')	application/x-javascript	etag:%222194d-64f07244-9c844e;gz%22	https://www.iptvtemplate.shop/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js?ver=2.9.2	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scriptsab7d.js	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:40	9223/9223	---M-Z	200	added ('OK')	application/x-javascript	etag:%222407-6508cb8f-a257a7;gz%22	https://www.iptvtemplate.shop/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min.js?ver=5.8.9	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min29ad.js	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:41	9581/9581	---M-Z	200	added ('OK')	application/x-javascript	etag:%22256d-6508df18-9c6943;gz%22	https://www.iptvtemplate.shop/wp-content/uploads/essential-addons-elementor/eael-570.js?ver=1681906969	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/uploads/essential-addons-elementor/eael-570a40a.js	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:41	6931/6931	---MCZ	200	added ('OK')	application/javascript	etag:W/13576-1684461103136.7104	https://stats.wp.com/e-202351.js	C:/Users/ayman/Downloads/Website/ano/stats.wp.com/e-202351.js	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:41	4997/4997	---M-Z	200	added ('OK')	application/x-javascript	etag:%221385-6508cb88-a0941d;gz%22	https://www.iptvtemplate.shop/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.16.3	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/plugins/elementor/assets/js/webpack.runtime.min6e14.js	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:42	58860/58860	---M-Z	200	added ('OK')	application/x-javascript	etag:%22e5ec-6508cb88-a093b1;gz%22	https://www.iptvtemplate.shop/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.16.3	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/plugins/elementor/assets/js/frontend-modules.min6e14.js	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:42	12198/12198	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa6-6508cb89-a0948f;gz%22	https://www.iptvtemplate.shop/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:42	21438/21438	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2002%20Feb%202023%2016:36:32%20GMT	https://c0.wp.com/c/6.4.2/wp-includes/js/jquery/ui/core.min.js	C:/Users/ayman/Downloads/Website/ano/c0.wp.com/c/6.4.2/wp-includes/js/jquery/ui/core.min.js	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:42	40436/40436	---M-Z	200	added ('OK')	application/x-javascript	etag:%229df4-6508cb88-a093af;gz%22	https://www.iptvtemplate.shop/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.16.3	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/plugins/elementor/assets/js/frontend.min6e14.js	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:42	681/681	---M-Z	200	added ('OK')	application/x-javascript	etag:%222a9-64f07244-9c8447;gz%22	https://www.iptvtemplate.shop/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.min.js?ver=2.9.2	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.minab7d.js	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:43	18458/18458	---M-Z	200	added ('OK')	application/x-javascript	etag:%22481a-64f07244-9c844a;gz%22	https://www.iptvtemplate.shop/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor.js?ver=2.9.2	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementorab7d.js	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:43	4598/4598	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2001%20Aug%202017%2004:43:51%20GMT	https://c0.wp.com/c/6.4.2/wp-includes/js/mediaelement/mejs-controls.svg	C:/Users/ayman/Downloads/Website/ano/c0.wp.com/c/6.4.2/wp-includes/js/mediaelement/mejs-controls.svg	(from https://c0.wp.com/c/6.4.2/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css)
13:45:43	158/158	---M--	200	added ('OK')	image/png	etag:%229e-6508cba4-a44420;;;%22	https://www.iptvtemplate.shop/wp-content/plugins/woolentor-addons/assets/images/selector-icon.png	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/plugins/woolentor-addons/assets/images/selector-icon.png	(from https://www.iptvtemplate.shop/wp-content/plugins/woolentor-addons/assets/css/woolentor-widgets.css?ver=2.6.9)
13:45:44	181/181	---M--	200	added ('OK')	image/png	etag:%22b5-6508cba4-a4441f;;;%22	https://www.iptvtemplate.shop/wp-content/plugins/woolentor-addons/assets/images/check.png	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/plugins/woolentor-addons/assets/images/check.png	(from https://www.iptvtemplate.shop/wp-content/plugins/woolentor-addons/assets/css/woolentor-widgets.css?ver=2.6.9)
13:45:44	201/201	---M--	200	added ('OK')	image/png	etag:%22c9-64f07244-9c843e;;;%22	https://www.iptvtemplate.shop/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	(from https://www.iptvtemplate.shop/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.9.2)
13:45:45	160/160	---M--	200	added ('OK')	image/png	etag:%22a0-64f07244-9c8444;;;%22	https://www.iptvtemplate.shop/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	(from https://www.iptvtemplate.shop/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.9.2)
13:45:45	158/158	---M--	200	added ('OK')	image/png	etag:%229e-64f07244-9c8446;;;%22	https://www.iptvtemplate.shop/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_desc.png	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_desc.png	(from https://www.iptvtemplate.shop/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.9.2)
13:45:45	148/148	---M--	200	added ('OK')	image/png	etag:%2294-64f07244-9c8443;;;%22	https://www.iptvtemplate.shop/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc_disabled.png	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc_disabled.png	(from https://www.iptvtemplate.shop/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.9.2)
13:45:46	1009/1009	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Dec%202012%2009:28:10%20GMT	https://c0.wp.com/p/jetpack/12.5/modules/shortcodes/img/slideshow-controls.png	C:/Users/ayman/Downloads/Website/ano/c0.wp.com/p/jetpack/12.5/modules/shortcodes/img/slideshow-controls.png	(from https://c0.wp.com/p/jetpack/12.5/css/jetpack.css)
13:45:46	1944/1944	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Dec%202012%2009:28:10%20GMT	https://c0.wp.com/p/jetpack/12.5/modules/shortcodes/img/slideshow-controls-2x.png	C:/Users/ayman/Downloads/Website/ano/c0.wp.com/p/jetpack/12.5/modules/shortcodes/img/slideshow-controls-2x.png	(from https://c0.wp.com/p/jetpack/12.5/css/jetpack.css)
13:45:46	5704/5704	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Apr%202014%2016:02:56%20GMT	https://c0.wp.com/p/jetpack/12.5/modules/shortcodes/images/slide-nav.png	C:/Users/ayman/Downloads/Website/ano/c0.wp.com/p/jetpack/12.5/modules/shortcodes/images/slide-nav.png	(from https://c0.wp.com/p/jetpack/12.5/css/jetpack.css)
13:45:46	2039/2039	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Apr%202014%2016:02:56%20GMT	https://c0.wp.com/p/jetpack/12.5/modules/shortcodes/images/expand.png	C:/Users/ayman/Downloads/Website/ano/c0.wp.com/p/jetpack/12.5/modules/shortcodes/images/expand.png	(from https://c0.wp.com/p/jetpack/12.5/css/jetpack.css)
13:45:46	2072/2072	---M--	200	added ('OK')	image/png	date:Wed,%2016%20Apr%202014%2016:02:56%20GMT	https://c0.wp.com/p/jetpack/12.5/modules/shortcodes/images/collapse.png	C:/Users/ayman/Downloads/Website/ano/c0.wp.com/p/jetpack/12.5/modules/shortcodes/images/collapse.png	(from https://c0.wp.com/p/jetpack/12.5/css/jetpack.css)
13:45:47	21370/21370	---M--	200	added ('OK')	image/png	etag:%22508ff2f2-537a%22	https://secure.gravatar.com/images/grav-share-sprite.png	C:/Users/ayman/Downloads/Website/ano/secure.gravatar.com/images/grav-share-sprite.png	(from https://c0.wp.com/p/jetpack/12.5/css/jetpack.css)
13:45:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2023%20Dec%202023%2012:45:52%20GMT	https://www.iptvtemplate.shop/home-option-6/GET	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/home-option-6/GET	(from https://www.iptvtemplate.shop/wp-content/plugins/popup-builder/public/js/Popup.js?ver=4.1.15)
13:45:48	76492/76492	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Dec%202023%2012:45:53%20GMT	https://www.iptvtemplate.shop/home-option-6/img/close.png	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/home-option-6/img/close.png	(from https://www.iptvtemplate.shop/wp-content/plugins/popup-builder/public/js/PopupConfig.js?ver=4.1.15)
13:45:49	15055/15055	---M-Z	200	added ('OK')	application/x-javascript	etag:%223acf-6508cb88-a0945c;gz%22	https://www.iptvtemplate.shop/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.16.3	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min6e14.js	(from https://www.iptvtemplate.shop/home-option-6/)
13:45:49	76492/76492	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Dec%202023%2012:45:53%20GMT	https://www.iptvtemplate.shop/home-option-6/Trident/	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/home-option-6/Trident/index.html	(from https://www.iptvtemplate.shop/wp-content/plugins/popup-builder/public/js/PopupConfig.js?ver=4.1.15)
13:45:49	76492/76492	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Dec%202023%2012:45:54%20GMT	https://www.iptvtemplate.shop/home-option-6/-negative.svg	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/home-option-6/-negative.6f.delayed	(from https://www.iptvtemplate.shop/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.16.3)
13:45:50	76492/76492	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Dec%202023%2012:45:55%20GMT	https://www.iptvtemplate.shop/home-option-6/OPR/	C:/Users/ayman/Downloads/Website/ano/www.iptvtemplate.shop/home-option-6/OPR/index.html	(from https://www.iptvtemplate.shop/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.16.3)
